handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_2a183db8-1d73-e7ce-8065-209b6ac1dde4,Product,Nr: 1/684 - Sjælden oval tekande Halvblonde Royal Copenhagen RC,"<p><strong>Half lace&nbsp;- Royal Copenhagen - RC - Halvblonde</strong></p><p><font face=""HelveticaNeueW01-65Medi, HelveticaNeueW02-65Medi, HelveticaNeueW10-65Medi, sans-serif""><b>Rare oval teapot&nbsp; / Sjælden oval tekande</b></font></p><p><strong>Nr: 1/684</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design: Arnold Krog</strong></p><p><strong>1.Quality&nbsp;/ 1.Sortering</strong></p><p><strong>Condition: The jug spout is glued and the top ground. Lid has a glaze flaw at the bottom, otherwise fine.&nbsp;/ Kanden tud er limet samt top slebet. Låg har en glasurfejl i bunden, ellers er den fin.</strong></p><p><strong>Dimension: H13 x 22&nbsp;cm</strong></p>",c38ac4_1f3be4f9da2b49feaebae342330708ff~mv2.jpeg;c38ac4_d95a7aa7f9224124846c1519170640de~mv2.jpeg;c38ac4_89fb8e43590441559da72a72a0c31a65~mv2.jpeg;c38ac4_d15c46a1a96a41c492c723b771f40b74~mv2.jpeg;c38ac4_ad81a2bb89db4e478de79a032269abaf~mv2.jpeg;c38ac4_83093d72cc8d415ca54c77da78ba88b8~mv2.jpeg;c38ac4_306d7a34e49f428c89c8675e0298cb49~mv2.jpeg;c38ac4_d1789c77005647fea00c344a85d82e02~mv2.jpeg;c38ac4_0a86e6d3935442be999b91ac56a6b4b3~mv2.jpeg;c38ac4_4f476dfda9f64305bc8a16aa3480680e~mv2.jpeg;c38ac4_ffac18b6eea847a8a56dad783d62a762~mv2.jpeg,Royal Copenhagen;Halvblonde,03998,,3500.0,,true,PERCENT,0.0,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_29de369d-8e1d-4a4d-9c04-498b3a9170ca,Product,Nr:1A/315 - 1A/2238- Stor Tekop Grøn musselmalet Royal Copenhagen RC,"<p><strong>Green fluted - Royal Copenhagen - RC - Grøn musselmalet</strong></p><p><strong><span style=""font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">Large Teacup&nbsp;, saucer second number /&nbsp;</span>Stor Tekop, underkop andet nummer</strong></p><p><strong>Nr: 1A/315 - 1A/2238</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Arne Jakobsen</strong></p><p><strong>1.Quality / 1.Sortering<br>Condition: No chips or cracks /&nbsp;Ingen skår eller revner</strong></p><p><strong>Cup / Kop: 10.4 cm</strong></p>",c38ac4_6ae2fe1708ac4dc0a6da0af9fe78bb5c~mv2.jpeg;c38ac4_3a8b58c29ece481197ae6ea7bdd8fb00~mv2.jpeg;c38ac4_b34fff1d9b314ec7a8203a0d04aee71a~mv2.jpeg;c38ac4_8664231a5da74053a28b81d1be5fe892~mv2.jpeg;c38ac4_8e6d75078da442ad8a1d35d7e6870df4~mv2.jpeg,Royal Copenhagen;Grøn Musselmalet,03179,,3500.0,,true,PERCENT,0.0,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fb6fa83-b63d-4b28-3158-864b512cad22,Product,Nr: 1206 - Dreng giver hund sukkerknald​​​​​​​ Dahl Jensen,"<p><strong><span style=""background-color: transparent;"">Dahl Jensen</span></strong></p><p><strong>Dreng giver hund sukkerknald</strong></p><p><strong>Nr: 1206</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Jens Peter Dahl Jensen</strong></p><p><strong>1.Quality / 1.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks&nbsp;/ Ingen skår eller revner</strong></p><p><strong>Height / Højde: 27.5 cm</strong></p>",c38ac4_c8fd5e7d7961440ab4aeaf11f5d19516~mv2.jpeg;c38ac4_77b8a24e21204d08854e46b5a4e957b2~mv2.jpeg;c38ac4_127fda0540e6419fa9d7047ffb153870~mv2.jpeg;c38ac4_c2cb80c837f640d5968d0622c491fcc5~mv2.jpeg;c38ac4_b1e2311715624cbdb57a281d64f25d93~mv2.jpeg,Figur;Dahl Jensen;Menneskelig figur,03997,,4600.0,,true,PERCENT,0.0,1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1babb7cb-b53b-a895-089e-959d0e094191,Product,Nr: 493 - Termokop - Udgået - Blå Mega Royal Copenhagen RC,<p><strong>Blå Mega -&nbsp;Royal Copenhagen - RC&nbsp;</strong></p><p><strong>Termokop -&nbsp;Udgået</strong></p><p><strong>Nr: 493</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Karen Kjældgård-Larsen</strong></p><p><strong>3.Quality / 3.Sortering&nbsp;</strong></p><p><strong>Condition: No chips or cracks / Ingen skår eller revner</strong></p><p><strong>Height / Højde: 6 cm</strong></p>,c38ac4_9445a10bc41e444a924f9f35cb3aef41~mv2.jpeg;c38ac4_47f3bdba5eb24923a048254b02c79686~mv2.jpeg;c38ac4_949dec9ff47a4caa9d33ee52c84e5db8~mv2.jpeg,Royal Copenhagen;Mega,03996,,800.0,,true,PERCENT,0.0,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_64ad955e-d42f-5542-b688-2b7d3577499a,Product,Nr: 453 - Termo skål - Stor - Blå Mega Royal Copenhagen RC,<p><strong>Blå Mega - Royal Copenhagen - RC</strong></p><p><strong>Termo skål - Stor Udgået</strong></p><p><strong>Nr: 453</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Karen Kjældgård-Larsen</strong></p><p><strong>3.Quality&nbsp;/ 3.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Dimension: 22.5 x H9.5 cm</strong></p>,,Mega;Royal Copenhagen,00796,,1700.0,,false,PERCENT,0.0,0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4d39580a-331d-5966-63f3-9d26dd1d2ddc,Product,Nr: 452 - Termo skål - Mellem - Blå Mega Royal Copenhagen RC,<p><strong>Blå Mega - Royal Copenhagen - RC</strong></p><p><strong>Termo skål - Mellem Udgået</strong></p><p><strong>Nr: 452</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Karen Kjældgård-Larsen</strong></p><p><strong>3.Quality&nbsp;/ 3.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Dimension: 16.5 x H8.5 cm</strong></p>,c38ac4_ad78b829b85e4cd78e60e0ba81e0b93b~mv2.jpeg;c38ac4_1d8217f34ccf4718bfc43fad20b2b022~mv2.jpeg;c38ac4_4e2ce91119364f5996b03d191b974d53~mv2.jpeg;c38ac4_747ec1c2ad014e8fbdb6dc3e34eaab52~mv2.jpeg,Mega;Royal Copenhagen,03995,,1300.0,,true,PERCENT,0.0,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c293e379-9219-caab-fc13-e0d1009a2b1a,Product,Nr: 451 - Termo skål - lille - Blå Mega  Royal Copenhagen RC,<p><strong>Blå Mega - Royal Copenhagen - RC</strong></p><p><strong>Termo skål - Lille&nbsp;Udgået</strong></p><p><strong>Nr: 451</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Karen Kjældgård-Larsen</strong></p><p><strong>3.Quality&nbsp;/ 3.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Dimension: 15.5 x H7.5 cm</strong></p>,c38ac4_bc763500d36543b1bd967026f98b066f~mv2.jpeg;c38ac4_80bdd7b6425e4eb883e76bad36dae851~mv2.jpeg;c38ac4_40e4e2f767024d79babb6ca241c4001b~mv2.jpeg;c38ac4_c48adc3d30644ffe87cf66d1b0d8c34e~mv2.jpeg,Mega;Royal Copenhagen,03994,,1100.0,,true,PERCENT,0.0,1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d8035da2-5c94-1de4-f3c6-77f8e1db5421,Product,Nr: 10/1503 - Smørkrukke Blå Blomst Svejfet Royal Copenhagen RC,<p><strong>Blå Blomst Svejfet -&nbsp;Royal Copenhagen - RC</strong></p><p><strong>Butter jar / Smørkrukke</strong></p><p><strong>Nr: 10/1503</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Arnold Krog</strong></p><p><strong>1.Quality&nbsp;/ 1.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Dimension: H10.5 x 17.5 cm</strong></p>,c38ac4_2c1f02a254434a019181af5309d5fb31~mv2.jpeg;c38ac4_4cc68609c5f142e0be30229f51ebcc20~mv2.jpeg;c38ac4_db6914e092ce49cf88bbc997bab5e69e~mv2.jpeg;c38ac4_831d3d3d643a4fefacf1cc70ba38f456~mv2.jpeg,Royal Copenhagen;Blå Blomst,03993,,1200.0,,true,PERCENT,0.0,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ca6535e-bb14-92c3-0704-a2dc818af741,Product,Nr: 42 / 347 - Muslingeformet Asiet Bing og Grøndahl B&G,"<p><strong>Bing og Grøndahl - B&amp;G</strong></p><p><strong>Muslingeformet Asiet</strong></p><p><strong>Nr: 42 / 347</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Porcelæn</span></strong></p><p><strong>2.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Mål: 17 x 17 x H5 cm</strong></p>",c38ac4_6fb8163c8091444e93bfde66a92f9b9b~mv2.jpeg;c38ac4_24ab665f63e44ffea30ce7fbbd8c5783~mv2.jpeg;c38ac4_7bb6b0f3981d47abae936de79b1b5947~mv2.jpeg,B&G,03992,,400.0,,true,PERCENT,0.0,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9ee40a38-8a73-b10c-b285-a91ac7354d28,Product,Nr: 249 / 501 - Lysestage Bing og Grøndahl B&G,<p><strong>Bing og&nbsp;Grøndahl - B&amp;G</strong></p><p><strong>Lysestage</strong></p><p><strong>Nr: 249 / 501</strong></p><p><strong>Materiale: Porcelæn</strong></p><p><strong>2.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Mål: H4.5 x 11 cm</strong></p>,c38ac4_f532bf4f270f406fa4d1e275190c976e~mv2.jpeg;c38ac4_6705d96397b046ae94682d0634defe13~mv2.jpeg;c38ac4_21ecbf40802f4da293aa837c555234a0~mv2.jpeg,B&G,03991,,300.0,,true,PERCENT,0.0,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9f3f9f03-5192-7ed6-dde5-cf88794ac7c4,Product,Nr: 496 - Krus Halvblonde Royal Copenhagen RC,"<p><strong>Half lace&nbsp;- Royal Copenhagen - RC - Halvblonde</strong></p><p><font face=""HelveticaNeueW01-65Medi, HelveticaNeueW02-65Medi, HelveticaNeueW10-65Medi, sans-serif""><b>Mug / Krus</b></font></p><p><strong>Nr: 496</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design: Arnold Krog</strong></p><p><strong>2.Quality / 2.Sortering</strong></p><p><strong>Condition: No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Height / Højde: 8.5 cm</strong></p>",c38ac4_a86c09e5d54c4bb1adca5dc4540e7a34~mv2.jpeg;c38ac4_6d922f6b0ebc444aa95cc4b6be070cd1~mv2.jpeg;c38ac4_c3f857aef8de4a91bcbe8b679e8f01a8~mv2.jpeg,Royal Copenhagen;Halvblonde,03990,,850.0,,true,PERCENT,0.0,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ba0346f8-a1c5-c372-a357-6842ea2a490a,Product,Nr: 2416 - Grønlandsk kvinde Bing og Grøndahl B&G,"<p><strong><span style=""background-color: transparent;"">Bing og Grøndahl - B&amp;G</span></strong></p><p><strong>Grønlandsk kvinde</strong></p><p><strong>Nr: 2416</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Porcelæn</span></strong></p><p><strong>Design:&nbsp;Karl Kristoffersen</strong></p><p><strong>1.Sortering<br>Stand: Ingen skår&nbsp;eller revner</strong></p><p><strong>Højde:&nbsp;21.5 cm</strong></p>",c38ac4_2d44a48b84e6421594c77365ecf28f18~mv2.jpeg;c38ac4_7f9f7cee5b874c54aed0c2acdebb73af~mv2.jpeg;c38ac4_0742c16838fe416992fcceb5cefa5731~mv2.jpeg;c38ac4_ea67006a5e52472fb5970131a0a73544~mv2.jpeg;c38ac4_ee1a0db6556f4917aba6df2934db095b~mv2.jpeg;c38ac4_31f5d43ad13641eead051da4d63b50ee~mv2.jpeg,Figur;Figur B&G;B&G;Menneskelig figur,03989,,1100.0,,true,PERCENT,0.0,1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fb61d5a3-676b-f7c5-cf65-bce393e063da,Product,Nr: 249 / 501 - Lysestage Empire Bing og Grøndahl B&G,<p><strong>Empire -&nbsp;Bing og&nbsp;Grøndahl - B&amp;G</strong></p><p><strong>Lysestage</strong></p><p><strong>Nr: 249 / 501</strong></p><p><strong>Materiale: Porcelæn</strong></p><p><strong>Design:&nbsp;Harriet Bing</strong></p><p><strong>1.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Mål: H4.5 x 11 cm</strong></p>,c38ac4_a196513b5d194f5c86b9a22b0b4b835a~mv2.jpeg;c38ac4_d4db3c772a69443eac52477f43a1a781~mv2.jpeg;c38ac4_82744538c4444279afbdcc45a92838fe~mv2.jpeg,B&G;Empire,01804,,300.0,,true,PERCENT,0.0,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0aaf0b59-df62-fd68-3f30-365eda484d5a,Product,Nr: 187 - Kande Empire Bing og Grøndahl B&G,"<p><strong><span style=""background-color: transparent;"">Empire - Bing og Grøndahl - B&amp;G</span></strong></p><p><strong>Kande</strong></p><p><strong>Nr: 187</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Porcelæn</span></strong></p><p><strong>Design: Harriet Bing</strong></p><p><strong>2.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Højde: 13.5 cm</strong></p>",c38ac4_f9277f2bb48844d8ad68d5dd03720b65~mv2.jpeg;c38ac4_1f5d0a3d37224d0d91ed41da9d388ca5~mv2.jpeg;c38ac4_e8a4c85838b14ca7ae54f8b32b040b58~mv2.jpeg;c38ac4_407e464ed1394848b7a5aaa265f3c3f8~mv2.jpeg;c38ac4_2d91ece32a3243e5909b6cc404617909~mv2.jpeg;c38ac4_2256f05538794fc5a974486539a0d6e4~mv2.jpeg,B&G;Empire,00408,,400.0,,true,PERCENT,0.0,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6fdb6a46-ce0f-c3be-e682-6ad9bda1e66f,Product,Nr: 28 - Stor kagetallerken Empire Bing og Grøndahl B&G,<p><strong><span>Empire - Bing og Grøndahl - B&amp;G</span></strong></p><p><strong>Stor kagetallerken</strong></p><p><strong>Nr: 28 / 616</strong></p><p><strong><span>Materiale: Porcelæn</span></strong></p><p><strong>Design: Harriet Bing</strong></p><p><strong>2.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Diameter: 17.5 cm</strong></p>,c38ac4_1e6415f183a14a858424ff2590372d3e~mv2.jpeg;c38ac4_7926fb14a536493a865421daad50b7af~mv2.jpeg;c38ac4_0be4f63100524acfa22791d0146c94fd~mv2.jpeg,B&G;Empire;Tilbud,00376,,80.0,,true,PERCENT,0.0,6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f7246032-e345-18fb-5a6d-b61e104837e5,Product,Nr: 23 - Dyb tallerken Empire Bing og Grøndahl B&G,"<p><strong><span style=""background-color: transparent;"">Empire - Bing og Grøndahl - B&amp;G</span></strong></p><p><strong>Dyb tallerken</strong></p><p><strong>Nr: 23</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Porcelæn</span></strong></p><p><strong>Design: Harriet Bing</strong></p><p><strong>2.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Diameter: 21 cm</strong></p>",c38ac4_9009acc9c7c44ed8b6f2055659598e1f~mv2.jpeg;c38ac4_0fbb3dcf98a54457bb44b97467ce335a~mv2.jpeg;c38ac4_a0b69780694246b797c631355527b645~mv2.jpeg,B&G;Empire;Tilbud,00381,,125.0,,true,PERCENT,0.0,11,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72088c94-a855-883f-87f0-b66c00cce660,Product,Taskekniv / Rejsekni - Tretårnet sølv 830s - Rex sølvbestik fra Horsens sølv,"<p><strong>Rex sølvbestik fra Horsens sølv</strong></p><p><strong>Taskekniv / Rejsekniv</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Tretårnet sølv 830s</span><br>I fin stand</strong></p><p><strong>Længe: 11.5 cm</strong></p>",c38ac4_ca1e3515e126425b8c0380fad58b9806~mv2.jpeg;c38ac4_7b078dc1315247f4a934ec4486474150~mv2.jpeg;c38ac4_9c7b268197cb484f9a868b93b05c2a15~mv2.jpeg,Sølvbestik;Guld & Sølv,03988,,325.0,,true,PERCENT,0.0,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_519864f0-b1cd-9795-833b-92351bc06893,Product,Nr: 4075 - Balletpige​​​​​​​​​ Royal Copenhagen RC,"<p><strong><span style=""background-color: transparent;"">Royal Copenhagen - RC</span></strong></p><p><strong>Balletpige</strong></p><p><strong>Nr: 4075</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design: Holger Christensen</strong></p><p><strong>1.Quality, har et par glasurfejl se billeder&nbsp;/ 1.Sortering, har et par glasurfejl&nbsp;se billeder</strong></p><p><strong>Condition: No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Height / Højde: 21.5&nbsp;cm</strong></p>",c38ac4_f27eb0fe670240c09a6d3bed634b49db~mv2.jpeg;c38ac4_6be069ab3b7c4eaf96b433e240548b50~mv2.jpeg;c38ac4_184e36edb192451d9892cb0a8327daf1~mv2.jpeg;c38ac4_3c4d21c09e6e44a1b2d1a71f8e481d52~mv2.jpeg;c38ac4_e24bec7f147e4ac0b3e3f024dcad4ade~mv2.jpeg;c38ac4_efef9f6d7eda4017af104fb85e3806a4~mv2.jpeg;c38ac4_1e1c739f8d1c4e5fa2d1f2e201416b1a~mv2.jpeg;c38ac4_5c5c6c3d998245a7b017fec8e6bcd39e~mv2.jpeg,Menneskelig figur;Figur;Figur Royal Copenhagen;Royal Copenhagen,03987,,7800.0,,true,PERCENT,0.0,1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f14ab33-7e60-f023-a7fc-0fffcb0c6371,Product,Nr: 2378 - Tommelise på åkandeblad Bing og Grøndahl B&G,"<p><strong><span style=""background-color: transparent;"">Bing og Grøndahl - B&amp;G</span></strong></p><p><strong>Thumbelina on water lily /&nbsp;Tommelise på åkandeblad</strong></p><p><strong>Nr: 2378</strong></p><p><strong><span style=""background-color: transparent;"">Material: Porcelain /&nbsp;Porcelæn</span></strong></p><p><strong>Design:&nbsp;Ebbe Sadolin / Svend Jespersen</strong></p><p><strong>2.Quality &nbsp;/&nbsp;2.Sortering<br>Condition: No chip or cracks /&nbsp;Ingen skår eller revner</strong></p><p><strong>Diameter: 19 cm</strong></p>",c38ac4_20e45305838144828b0798e7ba72d702~mv2.jpeg;c38ac4_514c8416e0e340ef9fda8c9733a12312~mv2.jpeg;c38ac4_b599bfe9ba6348dabec49e246c31281c~mv2.jpeg;c38ac4_283a3f20878e4d6d9caa9ceff4649923~mv2.jpeg;c38ac4_82994855a6ad4f4d81116ad9bd63b96c~mv2.jpeg,Figur;Figur B&G;B&G;Menneskelig figur,03986,,1000.0,,true,PERCENT,0.0,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bf55b709-83a6-8d85-803e-492ab759740e,Product,Nr: 1644 - Kvinde med børn Bing og Grøndahl B&G,<p><strong>Bing og Grøndahl - B&amp;G</strong></p><p><strong>Kvinde med børn</strong></p><p><strong>Nr: 1644</strong></p><p><strong>Materiale: Porcelæn<br>Design:&nbsp;Ingeborg Plockross Irminger</strong></p><p><strong>2.</strong><strong>Sortering</strong></p><p><strong>Stand: Ingen skår eller revner</strong></p><p><strong>Højde: 24&nbsp;cm</strong></p>,c38ac4_f5be2e0a42754cf68d65f4240246ae40~mv2.jpeg;c38ac4_9b289fcf37d6498894015617d072680d~mv2.jpeg;c38ac4_b23e35c3b7414efa88f7b944555948e1~mv2.jpeg;c38ac4_0de76ad4f5d44feaa94be323edb75677~mv2.jpeg;c38ac4_3722e889ce1047669b3b646dc36e6e4d~mv2.jpeg;c38ac4_278ccdae5dbb4423a259bfcf9cd9b64b~mv2.jpeg,Menneskelig figur;Figur;Figur B&G;B&G,03985,,4500.0,,true,PERCENT,0.0,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0964b16a-358d-fc31-681e-5256dfc2c906,Product,"Nr: 1026 - Pigen ""Gutte"" Dahl Jensen","<p><strong><span style=""background-color: transparent;"">Dahl Jensen</span></strong></p><p><strong>Girl ""Gutte""&nbsp;/&nbsp;Pigen ""Gutte""</strong></p><p><strong>Nr: 1026</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Jens Peter Dahl Jensen</strong></p><p><strong>1.Quality / 1.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks&nbsp;/ Ingen skår eller revner</strong></p><p><strong>Height / Højde: 19 cm</strong></p>",c38ac4_6b780a66f1ea40a5a9339699ba73e961~mv2.jpeg;c38ac4_cda2008f46a145459f14e5a1ebb00b70~mv2.jpeg;c38ac4_4b43fde94e8740939c2be0fff401d32e~mv2.jpeg;c38ac4_03ec3983b7604dc295b44b7f3921f65d~mv2.jpeg;c38ac4_d756c1c747b04b2189a60cce36efebbd~mv2.jpeg;c38ac4_a2e1c2e4eaf74dcdbf9ba2737ec45170~mv2.jpeg,Figur;Dahl Jensen;Menneskelig figur,03298,,3200.0,,true,PERCENT,0.0,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7385da2b-584f-011b-f7fe-9aa1d7383acd,Product,Nr: 2392 - Cathrine - Pige med kande Bing og Grøndahl B&G,<p><strong>Bing og Grøndahl - B&amp;G</strong></p><p><strong>Cathrine - Pige med kande</strong></p><p><strong>Nr: 2392</strong></p><p><strong>Materiale: Porcelæn<br>Design:&nbsp;Claire Weiss</strong></p><p><strong>1.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Højde: 14 cm</strong></p>,c38ac4_cd7922465a454de0b7a96d41ba8c2488~mv2.jpeg;c38ac4_b3f64ee3101f4451b3eafe259262216d~mv2.jpeg;c38ac4_a3dcb818dad64fd6aa69f5c1d8d0657a~mv2.jpeg;c38ac4_135c8b6ee780468da63a12882dbc9d9b~mv2.jpeg;c38ac4_a635bd5d901d432bbd4fdd8f8a1f5807~mv2.jpeg,Menneskelig figur;Figur;Figur B&G;B&G,02134,,850.0,,true,PERCENT,0.0,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_522e66d3-e89c-608f-e389-4aeb06ec8575,Product,Nr: 10/1594 - Sennepskrukke Blå Blomst Svejfet Royal Copenhagen RC,<p><strong>Blå Blomst Svejfet -&nbsp;Royal Copenhagen - RC</strong></p><p><strong>Mustard jar / Sennepskrukke</strong></p><p><strong>Nr: 10/1594</strong></p><p><strong>Material: Porcelain / Porcelæn</strong></p><p><strong>Design:&nbsp;Arnold Krog</strong></p><p><strong>1.Quality&nbsp;/ 1.Sortering</strong></p><p><strong>Condition:&nbsp;No chip or cracks / Ingen skår eller revner</strong></p><p><strong>Height / Højde: 8.5 cm</strong></p>,c38ac4_96eaf9fcd3d8486fabb418ff03d8f5b6~mv2.jpeg;c38ac4_49b233a00b9d4dbbba26c62e78aa0578~mv2.jpeg;c38ac4_f4d345fa6c2e4c86b7a5c09d0dd20deb~mv2.jpeg;c38ac4_a9c08cb8bcb74f008ddbbc3bf986491f~mv2.jpeg;c38ac4_c5fe1f50c80847b1b145e67a966490b8~mv2.jpeg;c38ac4_30fd7f58dea0497e89977cf01130606a~mv2.jpeg,Royal Copenhagen;Blå Blomst,03984,,400.0,,true,PERCENT,0.0,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f6624a4b-fbb4-cdd2-d1d8-3fc5686ecc73,Product,Nr: 12B / 573 - Oval skål Måge Bing og Grøndahl B&G,<p><strong>Måge med guld -&nbsp;Bing og Grøndahl - B&amp;G</strong></p><p><strong>Oval skål</strong></p><p><strong>Nr: 12B / 573</strong></p><p><strong><span>Materiale: Porcelæn</span></strong></p><p><strong>Design:&nbsp;Fanny Garde</strong></p><p><strong>3.Sortering<br>Stand: Ingen skår eller revner</strong></p><p><strong>Mål: 24 x 19 cm</strong></p>,c38ac4_f92540f4f33e411dad296b17e0a41301~mv2.jpeg;c38ac4_9300c5b1ba6345a5b76611e443d0b2c5~mv2.jpeg;c38ac4_7e3c92fe69a84d83ab19f86013b28c6d~mv2.jpeg,B&G;Måge med guld,03983,,400.0,,true,PERCENT,0.0,1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_aaf7cecb-f447-23ed-e945-2205130e535e,Product,Øl mand figur,"<p><strong>Øl mand figur&nbsp;- tysk</strong></p><p><strong><span style=""background-color: transparent;"">Materiale: Porcelæn</span><br>Stand: Ingen skår eller revner, har glasurfejl</strong></p><p><strong>Højde: 20.5 cm</strong></p>",c38ac4_c448c77179e84bdaa1dbe28f7c46a698~mv2.jpeg;c38ac4_cb18dfb368214a50a2aaa2b611d069a2~mv2.jpeg;c38ac4_b76a46145ed44c63907b90fe49112cce~mv2.jpeg;c38ac4_92b5144afd8040ab89c0cd07aa2a06f5~mv2.jpeg;c38ac4_7a4792832e6e463bafa1dd5e00e4ba09~mv2.jpeg;c38ac4_276376e6ce46460c9c5ef204861a0ef4~mv2.jpeg,Figur;Menneskelig figur;Andre Mærker,03982,,850.0,,true,PERCENT,0.0,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
